"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"233","Suriname","SUR",36.5,6.7,0.264682539682536,1.07345791543318,-16.5628498785665,-30.7086974218491,0,0,288.084,9.741,10,10,20210701,NA,73.75,NA,25,NA,80.71,NA,NA,0.961538461538462,7.5,3.6,NA,"571.9","High","80","Medium","Total border closure","Low","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","0.7 %","Medium","11.3 %","Medium","34.9 %","High","Closed due to COVID-19","High","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-100.00%","Low","0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",4,0,0
"234","Slovakia","SVK",47.9,4.42,1,10,-44.333536271692,-56.9625643019953,0,0,5.809,0.209,0.23236,0.417999999999999,20210701,NA,75.52,NA,100,NA,72.02,NA,NA,0.68923076923077,0,3.3,NA,"31.0","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","4.7 %","Low","7.3 %","Medium","2.0 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"4.5","Medium","0.0","Low","0.8","Low","NO DATA",NA,"NO CRISIS","Low",3.25,0,0
"235","Slovenia","SVN",67.2,0.559999999999999,0.929163375832703,10,-58.5798816568047,-71.63563684831,0,0,15.049,0.137,0.60196,0.274000000000001,20210701,NA,55.52,NA,75,NA,52.74,NA,NA,3.76615384615385,2.5,2.7,NA,"78.0","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.7 %","Low","5.1 %","Medium","-0.1 %","Medium","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",1.75,0,0
"236","Sweden","SWE",72.1,0,0.793490406149168,8.97203258405311,-4.4489560618593,-24.5604418111345,0,0,20.822,0.184,0.832879999999999,0.368,20210701,NA,54.22,NA,37.5,NA,56.61,NA,NA,3.96615384615385,6.25,2.2,NA,"69.3","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","0","High","3.1 %","Low","8.7 %","Medium","1.5 %","Low","Fully open","Low","NO DATA",NA,"-93.75%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","0.7","Low","NO DATA",NA,"NO CRISIS","Low",0.5,0,0
"237","Eswatini","SWZ",31.1,7.78,0.4276242881253,3.50724842484851,-28.2051282051282,100.668717978281,0,6.71124786521874,22.903,0.123,0.916119999999999,0.246,20210701,NA,64.58,NA,50,NA,66.67,NA,NA,2.37230769230769,5,5.3,NA,"13.8","Low","-999","High","Screening","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-3.3 %","High","NO DATA",NA,"3.9 %","Medium","Fully open","Low","347,422","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","0.00%","Medium","0.0","Low","0.0","Low","3.7","Medium","No hotspot","Low","High","High",8.25,0,0
"238","Seychelles","SYC",31.9,7.62,1,10,7.69230769230769,-37.3301356476727,0.512820512820513,0,1393.126,13.074,10,10,20210701,NA,69.79,NA,50,NA,72.62,NA,NA,1.57076923076923,5,4,NA,"2,212.7","High","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","1.8 %","Low","3.0 %","Low","3.7 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",5,0,0
"239","Syria","SYR",19.9,10,0.596607142857144,6.03127232928535,-5.20813687188468,41.075226838265,0,2.73834845588433,2.18,0.171,0.0872000000000011,0.342000000000001,20210701,NA,39.22,NA,0,NA,44.82,NA,NA,6.27384615384615,10,4.7,NA,"2.6","Low","-999","High","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","0.0 %","Medium","NO DATA",NA,"0.0 %","Medium","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","-3.87%","Medium","0.0","Low","0.0","Low","2.6","Medium","Hotspot","High","Very High","High",6.75,0,0
"240","Chad","TCD",28.8,8.24,0.248412698412698,0.830442324581494,-100,-16.2393162393162,0,0,0,0,0,0,20210701,NA,38.85,NA,25,NA,40.83,NA,NA,6.33076923076923,7.5,7.2,NA,"0.0","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","2","Low","1.8 %","Low","NO DATA",NA,"3.5 %","Medium","Fully open","Low","1,778,633","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","25.00%","High","2.1","Medium","0.0","Low","5.6","Medium","No hotspot","Low","High","High",10,0,0
"241","Togo","TGO",32.5,7.5,0.613993651490767,6.29096709817537,7.69230769230768,49.7552464681255,0.512820512820513,3.31701643120837,2.899,0.017,0.115960000000001,0.0340000000000007,20210701,NA,53.75,NA,75,NA,50.71,NA,NA,4.03846153846154,2.5,5.9,NA,"2.2","Low","-999","High","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.5 %","Low","NO DATA",NA,"1.8 %","Low","Fully open","Low","204,134","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","2.9","Medium","0.0","Low","1.8","Low","No hotspot","Low","NO CRISIS","Low",9.75,10,0
"242","Thailand","THA",73.2,0,0.456300721415695,3.93557592134988,23.2029404043056,44.7377062414558,1.54686269362037,2.98251374943039,62.959,0.571,2.51836,1.142,20210701,NA,57.71,NA,75,NA,55.24,NA,NA,3.42923076923077,2.5,3.8,NA,"59.3","Medium","-999","High","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-6.1 %","High","2.0 %","Low","-0.8 %","Medium","Partially open","Medium","NO DATA",NA,"25.00%","High","Public officials urging caution about COVID-19","Medium","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-44.44%","Low","2.2","Medium","2.7","Medium","5.6","Medium","No hotspot","Low","Low","Medium",4.5,0,0
"243","Tajikistan","TJK",32.3,7.54,0.625,6.45536417136928,0.01,0.01,0.000666666666667481,0.000666666666667481,2.112,0,0.0844799999999992,0,20210701,NA,24.06,NA,0,NA,27.5,NA,NA,8.60615384615385,10,4.3,NA,"0.0","Low","-999","High","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","4.5 %","Low","NO DATA",NA,"8.6 %","High","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Public officials urging caution about COVID-19","Medium","No testing policy","High","No contact tracing","High","-100.00%","Low","3.1","Medium","0.0","Low","4.8","Medium","No hotspot","Low","NO CRISIS","Low",5.75,0,0
"244","Turkmenistan","TKM",31.8,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210701,NA,37.5,NA,0,NA,50,NA,NA,6.53846153846154,10,3.3,NA,"NO DATA",NA,"47","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","No measures","High","No income support","High","0","High","4.6 %","Low","NO DATA",NA,"8.0 %","High","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Public officials urging caution about COVID-19","Medium","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","NO DATA",NA,"0.0","Low","0.0","Low","2.9","Medium","Hotspot","High","NO CRISIS","Low",3.25,0,0
"245","Timor-Leste","TLS",26,8.8,0.137862383363397,0,43.5897435897436,-28.5366483725374,2.90598290598291,0,41.066,0.433,1.64264,0.866,20210701,NA,57.86,NA,50,NA,58.99,NA,NA,3.40615384615385,5,5.5,NA,"73.3","Medium","40","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","0","High","2.8 %","Low","NO DATA",NA,"0.5 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.6","Low","0.0","Low","1.5","Low","No hotspot","Low","Very Low","Medium",8.75,0,0
"246","Tonga","TON",25.1,8.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210701,NA,30,NA,0,NA,34.29,NA,NA,7.69230769230769,10,4,NA,"NO DATA",NA,"47","Medium","Total border closure","Low","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","-0.5 %","Medium","NO DATA",NA,"0.2 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.1","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",5,0,0
"247","Trinidad and Tobago","TTO",36.6,6.68,0.211453100745379,0.278392779917825,-1.61379175607258,-34.7730250144432,0,0,161.896,8.064,6.47584,10,20210701,NA,63.65,NA,25,NA,69.17,NA,NA,2.51538461538462,7.5,3.8,NA,"300.8","High","80","Medium","Total border closure","Low","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-7.8 %","High","5.0 %","Medium","1.0 %","Low","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","-38.46%","Low","0.0","Low","0.5","Low","0.3","Low","NO DATA",NA,"High","High",4.5,0,0
"248","Tunisia","TUN",33.7,7.26,0.499963740765721,4.5877515799647,31.8748640614805,78.41320957252,2.12499093743203,5.22754730483467,346.814,7.748,10,10,20210701,NA,69.38,NA,50,NA,75.71,NA,NA,1.63384615384615,5,3.7,NA,"221.7","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.8 %","Low","NO DATA",NA,"5.7 %","High","Fully open","Low","NO DATA",NA,"-96.55%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","50.00%","High","0.0","Low","0.0","Low","0.3","Low","No hotspot","Low","NO CRISIS","Low",4.25,0,0
"249","Turkey","TUR",52.4,3.52,0.49025578213899,4.44274799557127,-31.3560003215176,-8.17513104608479,0,0,64.547,0.633,2.58188,1.266,20210701,NA,69.38,NA,50,NA,72.14,NA,NA,1.63384615384615,5,3.9,NA,"99.0","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","0","High","1.8 %","Low","12.4 %","Medium","12.3 %","High","Closed due to COVID-19","High","NO DATA",NA,"37.50%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-41.30%","Low","5.7","Medium","0.0","Low","1.6","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"250","Tuvalu","TUV",21.6,9.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.5 %","Medium","NO DATA",NA,"1.6 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",7.75,0,0
"251","Tanzania","TZA",36.4,6.72,0.604166666666667,6.1441856708884,0.01,0.01,0.000666666666667481,0.000666666666667481,0,0,0,0,20210701,NA,17.19,NA,37.5,NA,14.29,NA,NA,9.66307692307692,6.25,5.6,NA,"0.0","Low","-999","High","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","2.7 %","Low","NO DATA",NA,"3.3 %","Medium","Fully open","Low","488,661","Medium","NO DATA",NA,"Public officials urging caution about COVID-19","Medium","No testing policy","High","No contact tracing","High","-100.00%","Low","0.0","Low","0.0","Low","4.1","Medium","No hotspot","Low","Low","Medium",9,0,0
"252","Uganda","UGA",44.3,5.14,0.390565141958548,2.95371196725146,192.65363739388,-21.266294857786,10,0,17.855,0.846,0.7142,1.692,20210701,NA,45.42,NA,0,NA,51.9,NA,NA,5.32,10,6.1,NA,"40.7","Medium","47","Medium","Ban on high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","-2.1 %","High","NO DATA",NA,"3.8 %","Medium","Partially open","Medium","2,602,848","High","50.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","11.76%","Medium","1.3","Low","0.0","Low","4.0","Medium","No hotspot","Low","Medium","High",10,0,0
"253","Ukraine","UKR",38,6.4,0.63820910464507,6.65266286142438,-43.3261197455571,-35.5010734523405,0,0,21.82,0.921,0.8728,1.842,20210701,NA,60.21,NA,50,NA,61.67,NA,NA,3.04461538461538,5,4,NA,"33.8","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-4.2 %","High","9.0 %","Medium","7.9 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-52.52%","Low","7.1","High","0.0","Low","1.7","Low","NO DATA",NA,"High","High",5,0,0
"254","Uruguay","URY",41.3,5.74,0.684523918224978,7.34444722493706,-31.3694061534291,-49.6522492536078,0,0,374.361,9.006,10,10,20210701,NA,61.46,NA,37.5,NA,64.88,NA,NA,2.85230769230769,6.25,3.2,NA,"1,103.4","High","80","Medium","Total border closure","Low","No measures","High","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.0 %","Low","10.3 %","Medium","8.3 %","High","Closed due to COVID-19","High","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","1.9","Low","NO DATA",NA,"NO CRISIS","Low",3,0,0
"255","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,-19.191790629226,-7.88032975188764,0,0,37.686,0.769,1.50744,1.538,20210701,NA,60.94,NA,50,NA,62.5,NA,NA,2.93230769230769,5,2.5,NA,"54.3","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-60.32%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"3.8","Medium","2.6","Medium","3.9","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"256","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,-19.191790629226,-7.88032975188764,0,0,37.686,0.769,1.50744,1.538,20210701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"54.3","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-60.32%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"3.8","Medium","2.6","Medium","3.9","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"257","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,-19.191790629226,-7.88032975188764,0,0,37.686,0.769,1.50744,1.538,20210701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"54.3","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-60.32%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"3.8","Medium","2.6","Medium","3.9","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"258","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,-19.191790629226,-7.88032975188764,0,0,37.686,0.769,1.50744,1.538,20210701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"54.3","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-60.32%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"3.8","Medium","2.6","Medium","3.9","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"259","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,-19.191790629226,-7.88032975188764,0,0,37.686,0.769,1.50744,1.538,20210701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"54.3","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-60.32%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"3.8","Medium","2.6","Medium","3.9","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"260","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,-19.191790629226,-7.88032975188764,0,0,37.686,0.769,1.50744,1.538,20210701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"54.3","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-60.32%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"3.8","Medium","2.6","Medium","3.9","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"261","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,-19.191790629226,-7.88032975188764,0,0,37.686,0.769,1.50744,1.538,20210701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"54.3","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-60.32%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"3.8","Medium","2.6","Medium","3.9","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"262","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,-19.191790629226,-7.88032975188764,0,0,37.686,0.769,1.50744,1.538,20210701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"54.3","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-60.32%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"3.8","Medium","2.6","Medium","3.9","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"263","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,-19.191790629226,-7.88032975188764,0,0,37.686,0.769,1.50744,1.538,20210701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"54.3","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-60.32%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"3.8","Medium","2.6","Medium","3.9","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"264","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,-19.191790629226,-7.88032975188764,0,0,37.686,0.769,1.50744,1.538,20210701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"54.3","Medium","80","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Partially open","Medium","NO DATA",NA,"-60.32%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"3.8","Medium","2.6","Medium","3.9","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
