Index,Countryname,Country,Data Level,Outlook,Dimension,Key,Value,Value_Char,Risk Label,Display Status,Overall Contribution
8269,Slovenia,SVN,Flag Count,Overall,Flag,Number of Flags,0.5,0.5,0,Main,TRUE
8270,Slovenia,SVN,Dimension Value,Overall,Food Security,Food Security,0,0,Low,Main,TRUE
8271,Slovenia,SVN,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
8272,Slovenia,SVN,Dimension Value,Overall,Health,Health,4,4,Low,Main,TRUE
8273,Slovenia,SVN,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,0,0,Low,Main,TRUE
8274,Slovenia,SVN,Dimension Value,Overall,Natural Hazard,Natural Hazard,5,5,Medium,Main,TRUE
8275,Slovenia,SVN,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,0,0,Low,Main,TRUE
8276,Slovenia,SVN,Flag Count,Underlying,Flag,Number of Flags,0,0,0,Main,FALSE
8277,Slovenia,SVN,Dimension Value,Underlying,Food Security,Food Security,0,0,Low,Main,FALSE
8278,Slovenia,SVN,Indicator,Underlying,Food Security,Proteus Composite Index,0,0,0,Secondary,TRUE
8279,Slovenia,SVN,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
8280,Slovenia,SVN,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
8281,Slovenia,SVN,Dimension Value,Underlying,Health,Health,1,1,Low,Main,FALSE
8282,Slovenia,SVN,Indicator,Underlying,Health,Global Health Security Index,0,0,0,Secondary,TRUE
8283,Slovenia,SVN,Indicator,Underlying,Health,INFORM Rating,1,1,1,Secondary,TRUE
8284,Slovenia,SVN,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,1,1,Low,Main,FALSE
8285,Slovenia,SVN,Indicator,Underlying,Macro Fiscal,Operational Risk Score,1,1,1,Secondary,TRUE
8286,Slovenia,SVN,Dimension Value,Underlying,Natural Hazard,Natural Hazard,4,4,Low,Main,FALSE
8287,Slovenia,SVN,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,4,4,4,Secondary,TRUE
8288,Slovenia,SVN,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,0,0,Low,Main,FALSE
8289,Slovenia,SVN,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,0,0,0,Secondary,TRUE
8290,Slovenia,SVN,Flag Count,Emerging,Flag,Number of Flags,1.5,1.5,1,Main,FALSE
8291,Slovenia,SVN,Dimension Value,Emerging,Food Security,Food Security,3,3,Low,Main,FALSE
8292,Slovenia,SVN,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
8293,Slovenia,SVN,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
8294,Slovenia,SVN,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),3,3,3,Secondary,TRUE
8295,Slovenia,SVN,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
8296,Slovenia,SVN,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
8297,Slovenia,SVN,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
8298,Slovenia,SVN,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
8299,Slovenia,SVN,Dimension Value,Emerging,Health,Health,10,10,High,Main,FALSE
8300,Slovenia,SVN,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
8301,Slovenia,SVN,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
8302,Slovenia,SVN,Indicator,Emerging,Health,Oxford Gov Response Index,3,3,3,Secondary,TRUE
8303,Slovenia,SVN,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
8304,Slovenia,SVN,Indicator,Emerging,Health,New Covid Cases per 1M,1,1,1,Secondary,TRUE
8305,Slovenia,SVN,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
8306,Slovenia,SVN,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,10,10,10,Secondary,TRUE
8307,Slovenia,SVN,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
8308,Slovenia,SVN,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,0,0,Low,Main,FALSE
8309,Slovenia,SVN,Indicator,Emerging,Macro Fiscal,Operational Risk Score,0,0,0,Secondary,TRUE
8310,Slovenia,SVN,Dimension Value,Emerging,Natural Hazard,Natural Hazard,7,7,Medium,Main,FALSE
8311,Slovenia,SVN,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
8312,Slovenia,SVN,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
8313,Slovenia,SVN,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
8314,Slovenia,SVN,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,7,7,7,Secondary,TRUE
8315,Slovenia,SVN,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,2,2,Low,Main,FALSE
8316,Slovenia,SVN,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",2,2,2,Secondary,TRUE
8317,Slovenia,SVN,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
8318,Slovenia,SVN,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,0,0,0,Secondary,TRUE
8319,Slovenia,SVN,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
8320,Slovenia,SVN,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",NA,NA,NA,Secondary,TRUE
8321,Sweden,SWE,Flag Count,Overall,Flag,Number of Flags,0,0,0,Main,TRUE
8322,Sweden,SWE,Dimension Value,Overall,Food Security,Food Security,2,2,Low,Main,TRUE
8323,Sweden,SWE,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
8324,Sweden,SWE,Dimension Value,Overall,Health,Health,2,2,Low,Main,TRUE
8325,Sweden,SWE,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,0,0,Low,Main,TRUE
8326,Sweden,SWE,Dimension Value,Overall,Natural Hazard,Natural Hazard,0,0,Low,Main,TRUE
8327,Sweden,SWE,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,1,1,Low,Main,TRUE
8328,Sweden,SWE,Flag Count,Underlying,Flag,Number of Flags,0,0,0,Main,FALSE
8329,Sweden,SWE,Dimension Value,Underlying,Food Security,Food Security,1,1,Low,Main,FALSE
8330,Sweden,SWE,Indicator,Underlying,Food Security,Proteus Composite Index,1,1,1,Secondary,TRUE
8331,Sweden,SWE,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
8332,Sweden,SWE,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
8333,Sweden,SWE,Dimension Value,Underlying,Health,Health,0,0,Low,Main,FALSE
8334,Sweden,SWE,Indicator,Underlying,Health,Global Health Security Index,0,0,0,Secondary,TRUE
8335,Sweden,SWE,Indicator,Underlying,Health,INFORM Rating,0,0,0,Secondary,TRUE
8336,Sweden,SWE,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,0,0,Low,Main,FALSE
8337,Sweden,SWE,Indicator,Underlying,Macro Fiscal,Operational Risk Score,0,0,0,Secondary,TRUE
8338,Sweden,SWE,Dimension Value,Underlying,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
8339,Sweden,SWE,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,0,0,0,Secondary,TRUE
8340,Sweden,SWE,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,0,0,Low,Main,FALSE
8341,Sweden,SWE,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,0,0,0,Secondary,TRUE
8342,Sweden,SWE,Flag Count,Emerging,Flag,Number of Flags,0.5,0.5,0,Main,FALSE
8343,Sweden,SWE,Dimension Value,Emerging,Food Security,Food Security,3,3,Low,Main,FALSE
8344,Sweden,SWE,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
8345,Sweden,SWE,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
8346,Sweden,SWE,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),3,3,3,Secondary,TRUE
8347,Sweden,SWE,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
8348,Sweden,SWE,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
8349,Sweden,SWE,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
8350,Sweden,SWE,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
8351,Sweden,SWE,Dimension Value,Emerging,Health,Health,8,8,Medium,Main,FALSE
8352,Sweden,SWE,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
8353,Sweden,SWE,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
8354,Sweden,SWE,Indicator,Emerging,Health,Oxford Gov Response Index,4,4,4,Secondary,TRUE
8355,Sweden,SWE,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
8356,Sweden,SWE,Indicator,Emerging,Health,New Covid Cases per 1M,0,0,0,Secondary,TRUE
8357,Sweden,SWE,Indicator,Emerging,Health,New Covid Deaths per 1M,0,0,0,Secondary,TRUE
8358,Sweden,SWE,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,8,8,8,Secondary,TRUE
8359,Sweden,SWE,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
8360,Sweden,SWE,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,6,6,Low,Main,FALSE
8361,Sweden,SWE,Indicator,Emerging,Macro Fiscal,Operational Risk Score,6,6,6,Secondary,TRUE
8362,Sweden,SWE,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
8363,Sweden,SWE,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
8364,Sweden,SWE,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
8365,Sweden,SWE,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
8366,Sweden,SWE,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
8367,Sweden,SWE,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,5,5,Low,Main,FALSE
8368,Sweden,SWE,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",5,5,5,Secondary,TRUE
8369,Sweden,SWE,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
8370,Sweden,SWE,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,3,3,3,Secondary,TRUE
8371,Sweden,SWE,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
8372,Sweden,SWE,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",NA,NA,NA,Secondary,TRUE
8373,Eswatini,SWZ,Flag Count,Overall,Flag,Number of Flags,2,2,2,Main,TRUE
8374,Eswatini,SWZ,Dimension Value,Overall,Food Security,Food Security,4,4,Low,Main,TRUE
8375,Eswatini,SWZ,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
8376,Eswatini,SWZ,Dimension Value,Overall,Health,Health,9,9,High,Main,TRUE
8377,Eswatini,SWZ,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,4,4,Low,Main,TRUE
8378,Eswatini,SWZ,Dimension Value,Overall,Natural Hazard,Natural Hazard,0,0,Low,Main,TRUE
8379,Eswatini,SWZ,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,7,7,High,Main,TRUE
8380,Eswatini,SWZ,Flag Count,Underlying,Flag,Number of Flags,1.5,1.5,1,Main,FALSE
8381,Eswatini,SWZ,Dimension Value,Underlying,Food Security,Food Security,7,7,Medium,Main,FALSE
8382,Eswatini,SWZ,Indicator,Underlying,Food Security,Proteus Composite Index,7,7,7,Secondary,TRUE
8383,Eswatini,SWZ,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
8384,Eswatini,SWZ,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
8385,Eswatini,SWZ,Dimension Value,Underlying,Health,Health,8,8,Medium,Main,FALSE
8386,Eswatini,SWZ,Indicator,Underlying,Health,Global Health Security Index,7,7,7,Secondary,TRUE
8387,Eswatini,SWZ,Indicator,Underlying,Health,INFORM Rating,8,8,8,Secondary,TRUE
8388,Eswatini,SWZ,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,6,6,Low,Main,FALSE
8389,Eswatini,SWZ,Indicator,Underlying,Macro Fiscal,Operational Risk Score,6,6,6,Secondary,TRUE
8390,Eswatini,SWZ,Dimension Value,Underlying,Natural Hazard,Natural Hazard,2,2,Low,Main,FALSE
8391,Eswatini,SWZ,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,2,2,2,Secondary,TRUE
8392,Eswatini,SWZ,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,7,7,Medium,Main,FALSE
8393,Eswatini,SWZ,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,7,7,7,Secondary,TRUE
8394,Eswatini,SWZ,Flag Count,Emerging,Flag,Number of Flags,1.5,1.5,1,Main,FALSE
8395,Eswatini,SWZ,Dimension Value,Emerging,Food Security,Food Security,3,3,Low,Main,FALSE
8396,Eswatini,SWZ,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
8397,Eswatini,SWZ,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
8398,Eswatini,SWZ,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),3,3,3,Secondary,TRUE
8399,Eswatini,SWZ,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
8400,Eswatini,SWZ,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
8401,Eswatini,SWZ,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
8402,Eswatini,SWZ,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
8403,Eswatini,SWZ,Dimension Value,Emerging,Health,Health,10,10,High,Main,FALSE
8404,Eswatini,SWZ,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",10,10,10,Secondary,TRUE
8405,Eswatini,SWZ,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",10,10,10,Secondary,TRUE
8406,Eswatini,SWZ,Indicator,Emerging,Health,Oxford Gov Response Index,2,2,2,Secondary,TRUE
8407,Eswatini,SWZ,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
8408,Eswatini,SWZ,Indicator,Emerging,Health,New Covid Cases per 1M,4,4,4,Secondary,TRUE
8409,Eswatini,SWZ,Indicator,Emerging,Health,New Covid Deaths per 1M,3,3,3,Secondary,TRUE
8410,Eswatini,SWZ,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,3,3,3,Secondary,TRUE
8411,Eswatini,SWZ,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
8412,Eswatini,SWZ,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,3,3,Low,Main,FALSE
8413,Eswatini,SWZ,Indicator,Emerging,Macro Fiscal,Operational Risk Score,3,3,3,Secondary,TRUE
8414,Eswatini,SWZ,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
8415,Eswatini,SWZ,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
8416,Eswatini,SWZ,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
8417,Eswatini,SWZ,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
8418,Eswatini,SWZ,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
8419,Eswatini,SWZ,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,7,7,Medium,Main,FALSE
8420,Eswatini,SWZ,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",NA,NA,NA,Secondary,TRUE
8421,Eswatini,SWZ,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
8422,Eswatini,SWZ,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,0,0,0,Secondary,TRUE
8423,Eswatini,SWZ,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
8424,Eswatini,SWZ,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",7,7,7,Secondary,TRUE
8425,Seychelles,SYC,Flag Count,Overall,Flag,Number of Flags,1.5,1.5,1,Main,TRUE
8426,Seychelles,SYC,Dimension Value,Overall,Food Security,Food Security,NA,NA,NA,Main,TRUE
8427,Seychelles,SYC,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
8428,Seychelles,SYC,Dimension Value,Overall,Health,Health,8,8,High,Main,TRUE
8429,Seychelles,SYC,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,5,5,Medium,Main,TRUE
8430,Seychelles,SYC,Dimension Value,Overall,Natural Hazard,Natural Hazard,0,0,Low,Main,TRUE
8431,Seychelles,SYC,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,2,2,Low,Main,TRUE
8432,Seychelles,SYC,Flag Count,Underlying,Flag,Number of Flags,0.5,0.5,0,Main,FALSE
8433,Seychelles,SYC,Dimension Value,Underlying,Food Security,Food Security,2,2,Low,Main,FALSE
8434,Seychelles,SYC,Indicator,Underlying,Food Security,Proteus Composite Index,2,2,2,Secondary,TRUE
8435,Seychelles,SYC,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
8436,Seychelles,SYC,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
8437,Seychelles,SYC,Dimension Value,Underlying,Health,Health,7,7,Medium,Main,FALSE
8438,Seychelles,SYC,Indicator,Underlying,Health,Global Health Security Index,7,7,7,Secondary,TRUE
8439,Seychelles,SYC,Indicator,Underlying,Health,INFORM Rating,5,5,5,Secondary,TRUE
8440,Seychelles,SYC,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,4,4,Low,Main,FALSE
8441,Seychelles,SYC,Indicator,Underlying,Macro Fiscal,Operational Risk Score,4,4,4,Secondary,TRUE
8442,Seychelles,SYC,Dimension Value,Underlying,Natural Hazard,Natural Hazard,3,3,Low,Main,FALSE
8443,Seychelles,SYC,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,2,2,2,Secondary,TRUE
8444,Seychelles,SYC,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,2,2,Low,Main,FALSE
8445,Seychelles,SYC,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,2,2,2,Secondary,TRUE
8446,Seychelles,SYC,Flag Count,Emerging,Flag,Number of Flags,1.5,1.5,1,Main,FALSE
8447,Seychelles,SYC,Dimension Value,Emerging,Food Security,Food Security,NA,NA,NA,Main,FALSE
8448,Seychelles,SYC,Indicator,Emerging,Food Security,FAO WFP Warning,NA,NA,NA,Secondary,TRUE
8449,Seychelles,SYC,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
8450,Seychelles,SYC,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),NA,NA,NA,Secondary,TRUE
8451,Seychelles,SYC,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
8452,Seychelles,SYC,Indicator,Emerging,Conflict and Fragility,Political Fatalities,NA,NA,NA,Secondary,TRUE
8453,Seychelles,SYC,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
8454,Seychelles,SYC,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
8455,Seychelles,SYC,Dimension Value,Emerging,Health,Health,10,10,High,Main,FALSE
8456,Seychelles,SYC,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
8457,Seychelles,SYC,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
8458,Seychelles,SYC,Indicator,Emerging,Health,Oxford Gov Response Index,2,2,2,Secondary,TRUE
8459,Seychelles,SYC,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
8460,Seychelles,SYC,Indicator,Emerging,Health,New Covid Cases per 1M,10,10,10,Secondary,TRUE
8461,Seychelles,SYC,Indicator,Emerging,Health,New Covid Deaths per 1M,8,8,8,Secondary,TRUE
8462,Seychelles,SYC,Indicator,Emerging,Health,Oxford Lockdown Rollback Index,10,10,10,Secondary,TRUE
8463,Seychelles,SYC,Indicator,Emerging,Health,WHO Disease Outbreak News,0,0,0,Secondary,TRUE
8464,Seychelles,SYC,Dimension Value,Emerging,Macro Fiscal,Macro Fiscal,7,7,Medium,Main,FALSE
8465,Seychelles,SYC,Indicator,Emerging,Macro Fiscal,Operational Risk Score,7,7,7,Secondary,TRUE
8466,Seychelles,SYC,Dimension Value,Emerging,Natural Hazard,Natural Hazard,0,0,Low,Main,FALSE
8467,Seychelles,SYC,Indicator,Emerging,Natural Hazard,GDACS Live Hazard Tracker,NA,NA,NA,Secondary,TRUE
8468,Seychelles,SYC,Indicator,Emerging,Natural Hazard,Locust Threat Level,0,0,0,Secondary,TRUE
8469,Seychelles,SYC,Indicator,Emerging,Natural Hazard,INFORM Severity,0,0,0,Secondary,TRUE
8470,Seychelles,SYC,Indicator,Emerging,Natural Hazard,Seasonal Forecast Index,0,0,0,Secondary,TRUE
8471,Seychelles,SYC,Dimension Value,Emerging,Socioeconomic Vulnerability,Socioeconomic Vulnerability,3,3,Low,Main,FALSE
8472,Seychelles,SYC,Indicator,Emerging,Socioeconomic Vulnerability,"Unemployment Rate, % Change",0,0,0,Secondary,TRUE
8473,Seychelles,SYC,Indicator,Emerging,Socioeconomic Vulnerability,MFRI Household Level Risk,NA,NA,NA,Secondary,TRUE
8474,Seychelles,SYC,Indicator,Emerging,Socioeconomic Vulnerability,Income Support,3,3,3,Secondary,TRUE
8475,Seychelles,SYC,Indicator,Emerging,Socioeconomic Vulnerability,COVID Phone Survey Index,NA,NA,NA,Secondary,TRUE
8476,Seychelles,SYC,Indicator,Emerging,Socioeconomic Vulnerability,"People Below $1.90 Poverty Line, % Change",NA,NA,NA,Secondary,TRUE
8477,Syria,SYR,Flag Count,Overall,Flag,Number of Flags,5,5,5,Main,TRUE
8478,Syria,SYR,Dimension Value,Overall,Food Security,Food Security,7,7,High,Main,TRUE
8479,Syria,SYR,Dimension Value,Overall,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,TRUE
8480,Syria,SYR,Dimension Value,Overall,Health,Health,7,7,High,Main,TRUE
8481,Syria,SYR,Dimension Value,Overall,Macro Fiscal,Macro Fiscal,10,10,High,Main,TRUE
8482,Syria,SYR,Dimension Value,Overall,Natural Hazard,Natural Hazard,7,7,High,Main,TRUE
8483,Syria,SYR,Dimension Value,Overall,Socioeconomic Vulnerability,Socioeconomic Vulnerability,8,8,High,Main,TRUE
8484,Syria,SYR,Flag Count,Underlying,Flag,Number of Flags,3.5,3.5,3,Main,FALSE
8485,Syria,SYR,Dimension Value,Underlying,Food Security,Food Security,6,6,Low,Main,FALSE
8486,Syria,SYR,Indicator,Underlying,Food Security,Proteus Composite Index,6,6,6,Secondary,TRUE
8487,Syria,SYR,Dimension Value,Underlying,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
8488,Syria,SYR,Indicator,Underlying,Conflict and Fragility,FCS,0,0,0,Secondary,TRUE
8489,Syria,SYR,Dimension Value,Underlying,Health,Health,10,10,High,Main,FALSE
8490,Syria,SYR,Indicator,Underlying,Health,Global Health Security Index,10,10,10,Secondary,TRUE
8491,Syria,SYR,Indicator,Underlying,Health,INFORM Rating,6,6,6,Secondary,TRUE
8492,Syria,SYR,Dimension Value,Underlying,Macro Fiscal,Macro Fiscal,10,10,High,Main,FALSE
8493,Syria,SYR,Indicator,Underlying,Macro Fiscal,Operational Risk Score,10,10,10,Secondary,TRUE
8494,Syria,SYR,Dimension Value,Underlying,Natural Hazard,Natural Hazard,7,7,Medium,Main,FALSE
8495,Syria,SYR,Indicator,Underlying,Natural Hazard,INFORM Natural Multi-hazard Rating,7,7,7,Secondary,TRUE
8496,Syria,SYR,Dimension Value,Underlying,Socioeconomic Vulnerability,Socioeconomic Vulnerability,10,10,High,Main,FALSE
8497,Syria,SYR,Indicator,Underlying,Socioeconomic Vulnerability,INFORM Socio-economic Vulnerability Index,10,10,10,Secondary,TRUE
8498,Syria,SYR,Flag Count,Emerging,Flag,Number of Flags,3,3,3,Main,FALSE
8499,Syria,SYR,Dimension Value,Emerging,Food Security,Food Security,10,10,High,Main,FALSE
8500,Syria,SYR,Indicator,Emerging,Food Security,FAO WFP Warning,10,10,10,Secondary,TRUE
8501,Syria,SYR,Indicator,Emerging,Food Security,FEWS NET Score,NA,NA,NA,Secondary,TRUE
8502,Syria,SYR,Indicator,Emerging,Food Security,Food Price Inflation (Secondary Indicator),NA,NA,NA,Secondary,TRUE
8503,Syria,SYR,Dimension Value,Emerging,Conflict and Fragility,Conflict and Fragility,0,0,Low,Main,FALSE
8504,Syria,SYR,Indicator,Emerging,Conflict and Fragility,Political Fatalities,0,0,0,Secondary,TRUE
8505,Syria,SYR,Indicator,Emerging,Conflict and Fragility,Forcibly Displaced People,0,0,0,Secondary,TRUE
8506,Syria,SYR,Indicator,Emerging,Conflict and Fragility,Political Disturbance,0,0,0,Secondary,TRUE
8507,Syria,SYR,Dimension Value,Emerging,Health,Health,6,6,Low,Main,FALSE
8508,Syria,SYR,Indicator,Emerging,Health,"Covid Growth, Cases (biweekly)",0,0,0,Secondary,TRUE
8509,Syria,SYR,Indicator,Emerging,Health,"Covid Growth, Deaths (biweekly)",0,0,0,Secondary,TRUE
8510,Syria,SYR,Indicator,Emerging,Health,Oxford Gov Response Index,6,6,6,Secondary,TRUE
8511,Syria,SYR,Indicator,Emerging,Health,ACAPS Health Crisis Tracker,0,0,0,Secondary,TRUE
8512,Syria,SYR,Indicator,Emerging,Health,New Covid Cases per 1M,0,0,0,Secondary,TRUE
